hotel_id,hotel_name,district,overall_safety,women_safety,family_safety,night_safety,harassment_reports,theft_reports,last_updated
H02579,Jetwing Blue Matara,Matara,3.35,3.22,3.17,2.59,14,4,2024-08-15
H02580,Araliya Beach Vavuniya,Vavuniya,4.66,3.72,4.64,5.1,6,0,2024-04-02
H02581,Lighthouse Hotel Trincomalee,Trincomalee,4.42,4.94,4.33,4.09,11,0,2024-12-28
H02582,Araliya Beach Trincomalee,Trincomalee,1.55,1.23,1.68,0.62,15,8,2024-08-08
H02583,Amangalla Hambantota,Hambantota,3.69,3.35,4.18,3.47,5,9,2024-11-13
H02584,Tintagel Colombo Galle,Galle,4.77,5.19,5.07,3.61,13,1,2024-02-16
H02585,Kings Pavilion Badulla,Badulla,2.18,2.09,2.47,1.9,4,6,2024-11-02
H02586,Jetwing Blue Puttalam,Puttalam,4.54,4.38,5.21,3.54,14,8,2024-03-02
H02587,Amangalla Negombo,Negombo,4.5,4.92,5.25,4.76,2,4,2024-09-23
H02588,Villa Rosa Puttalam,Puttalam,2.01,2.09,1.98,2.19,10,1,2024-07-11
H02589,Jetwing Blue Kalutara,Kalutara,2.84,2.77,2.25,2.01,9,10,2024-03-02
H02590,Kings Pavilion Ella,Ella,2.15,2.68,2.78,1.28,11,8,2024-05-19
H02591,Villa Rosa Trincomalee,Trincomalee,2.09,3.08,1.59,1.29,9,10,2024-01-05
H02592,Tintagel Colombo Colombo,Colombo,3.9,3.29,3.18,3.15,9,9,2024-04-04
H02593,Kings Pavilion Mannar,Mannar,2.62,3.09,2.9,3.01,11,9,2024-12-11
H02594,Jetwing Blue Nuwara_Eliya,Nuwara_Eliya,2.91,1.98,3.11,1.9,15,1,2024-01-23
H02595,Lighthouse Hotel Matara,Matara,3.81,4.43,3.95,3.98,7,9,2024-05-08
H02596,Tintagel Colombo Kegalle,Kegalle,4.33,4.49,4.53,3.52,4,10,2024-11-16
H02597,98 Acres Resort Negombo,Negombo,3.75,3.11,3.98,3.51,11,4,2024-02-15
H02598,Cinnamon Grand Ampara,Ampara,4.33,4.62,4.27,3.89,0,3,2024-08-16
H02599,Cinnamon Grand Kandy,Kandy,4.75,4.4,5.4,3.61,8,2,2024-07-31
H02600,Amangalla Negombo,Negombo,1.97,2.28,1.55,1.93,5,4,2024-06-18
H02601,Amangalla Nuwara_Eliya,Nuwara_Eliya,4.49,5.43,3.93,4.33,5,8,2024-08-18
H02602,Cinnamon Grand Monaragala,Monaragala,2.53,3.09,2.76,2.17,7,1,2024-07-12
H02603,The Kandy House Matara,Matara,3.09,3.84,2.29,1.99,1,8,2024-08-11
H02604,Kings Pavilion Badulla,Badulla,3.46,2.79,3.54,3.1,1,3,2024-01-20
H02605,Villa Rosa Matara,Matara,2.33,2.72,3.02,1.76,10,8,2024-10-20
H02606,The Kandy House Kalutara,Kalutara,2.91,3.1,2.88,2.63,9,9,2024-07-26
H02607,Jetwing Blue Polonnaruwa,Polonnaruwa,3.1,3.5,3.37,3.5,14,2,2024-04-03
H02608,The Kandy House Gampaha,Gampaha,2.49,2.18,2.97,2.32,0,5,2024-11-30
H02609,Tintagel Colombo Negombo,Negombo,2.42,1.59,1.73,1.46,12,10,2024-01-12
H02610,Araliya Beach Badulla,Badulla,4.22,3.33,3.59,4.28,0,0,2024-10-20
H02611,The Kandy House Kegalle,Kegalle,4.94,4.08,5.04,4.46,3,5,2024-09-09
H02612,Lighthouse Hotel Mirissa,Mirissa,4.57,4.94,4.09,3.83,1,6,2024-06-04
H02613,Lighthouse Hotel Sigiriya,Sigiriya,2.03,1.5,2.77,2.34,15,5,2024-10-21
H02614,Jetwing Blue Vavuniya,Vavuniya,4.91,5.77,4.3,5.08,4,4,2024-02-19
H02615,Kings Pavilion Trincomalee,Trincomalee,3.26,3.01,2.7,3.71,9,7,2024-10-07
H02616,Villa Rosa Monaragala,Monaragala,2.83,2.97,2.81,1.82,10,6,2024-07-22
H02617,Kings Pavilion Jaffna,Jaffna,1.54,2.51,0.91,1.45,14,10,2024-04-03
H02618,Cinnamon Grand Ella,Ella,3.23,2.64,3.55,3.65,2,7,2024-03-21
H02619,Tintagel Colombo Matale,Matale,4.49,3.81,5.24,4.48,12,3,2024-02-09
H02620,98 Acres Resort Mirissa,Mirissa,2.58,2.57,3.09,2.19,8,7,2024-12-22
H02621,The Kandy House Mannar,Mannar,2.74,3.57,2.67,2.47,1,7,2024-01-20
H02622,Cinnamon Grand Gampaha,Gampaha,3.71,4.05,3.48,2.65,13,5,2024-11-19
H02623,98 Acres Resort Ella,Ella,3.72,3.89,3.56,3.76,14,4,2024-07-16
H02624,Lighthouse Hotel Anuradhapura,Anuradhapura,1.59,1.08,2.31,1.08,14,1,2024-01-15
H02625,Villa Rosa Ratnapura,Ratnapura,2.37,3.21,1.72,1.18,1,2,2024-01-19
H02626,Araliya Beach Kilinochchi,Kilinochchi,3.87,3.01,4.56,4.07,10,3,2024-08-10
H02627,Araliya Beach Galle,Galle,3.3,3.6,4.03,2.85,3,4,2024-01-22
H02628,Jetwing Blue Hambantota,Hambantota,3.21,3.99,2.79,3.39,12,0,2024-08-29
H02629,Jetwing Blue Puttalam,Puttalam,3.33,3.66,2.62,3.32,10,8,2024-10-16
H02630,Cinnamon Grand Ampara,Ampara,2.69,2.34,3.24,2.69,13,5,2024-04-08
H02631,Lighthouse Hotel Mirissa,Mirissa,3.64,2.95,3.85,3.03,2,3,2024-03-28
H02632,98 Acres Resort Ratnapura,Ratnapura,3.92,3.12,4.31,3.36,1,1,2024-02-27
H02633,Lighthouse Hotel Jaffna,Jaffna,2.01,1.34,2.07,0.81,2,9,2024-05-04
H02634,Cinnamon Grand Negombo,Negombo,3.77,2.86,3.96,4.13,14,5,2024-10-13
H02635,Jetwing Blue Badulla,Badulla,1.85,2.39,1.9,1.93,4,8,2024-01-12
H02636,Araliya Beach Mannar,Mannar,3.86,3.66,4.14,4.35,2,4,2024-06-05
H02637,Araliya Beach Batticaloa,Batticaloa,2.83,2.12,3.41,1.76,12,6,2024-02-07
H02638,Cinnamon Grand Sigiriya,Sigiriya,4.35,3.79,4.74,4.38,5,1,2024-07-03
H02639,Tintagel Colombo Ampara,Ampara,1.63,1.41,1.48,1.96,11,2,2024-10-31
H02640,98 Acres Resort Negombo,Negombo,4.93,5.88,5.47,4.43,0,2,2024-02-24
H02641,Tintagel Colombo Matara,Matara,4.08,3.48,3.38,4.05,0,4,2024-07-11
H02642,The Kandy House Kandy,Kandy,2.65,2.24,2.2,2.07,0,6,2024-04-02
H02643,Cinnamon Grand Puttalam,Puttalam,2.53,2.99,3.17,1.87,13,3,2024-04-30
H02644,Araliya Beach Monaragala,Monaragala,4.59,4.36,4.69,3.4,13,9,2024-01-19
H02645,Jetwing Blue Kurunegala,Kurunegala,2.5,2.07,2.68,2.88,0,5,2024-12-05
H02646,Cinnamon Grand Ampara,Ampara,2.61,2.0,1.98,2.99,5,10,2024-04-08
H02647,Villa Rosa Negombo,Negombo,3.56,3.75,4.07,3.65,9,6,2024-07-07
H02648,The Kandy House Negombo,Negombo,2.77,3.04,3.19,1.69,2,3,2024-03-31
H02649,Lighthouse Hotel Negombo,Negombo,4.58,4.81,4.07,3.47,12,9,2024-11-15
H02650,Villa Rosa Ratnapura,Ratnapura,3.59,4.43,3.91,3.79,6,8,2024-05-18
H02651,Kings Pavilion Kilinochchi,Kilinochchi,4.74,4.14,4.65,3.61,10,2,2024-11-27
H02652,The Kandy House Jaffna,Jaffna,3.78,4.47,3.64,3.61,0,5,2024-06-17
H02653,Amangalla Anuradhapura,Anuradhapura,4.49,5.48,5.06,3.52,1,0,2024-05-31
H02654,Araliya Beach Polonnaruwa,Polonnaruwa,2.06,1.1,2.52,1.16,14,3,2024-01-09
H02655,Cinnamon Grand Mirissa,Mirissa,3.47,4.27,3.74,3.19,5,10,2024-05-30
H02656,Cinnamon Grand Mannar,Mannar,4.81,5.76,4.41,4.91,6,6,2024-09-18
H02657,Araliya Beach Monaragala,Monaragala,2.92,2.69,2.28,3.0,10,7,2024-08-03
H02658,Villa Rosa Gampaha,Gampaha,3.74,3.74,4.22,3.5,9,7,2024-02-06
H02659,Araliya Beach Gampaha,Gampaha,2.21,2.18,2.98,2.46,15,10,2024-12-17
H02660,Kings Pavilion Sigiriya,Sigiriya,2.83,2.64,3.54,1.76,6,9,2024-12-11
H02661,Amangalla Puttalam,Puttalam,3.0,3.45,2.77,2.43,4,0,2024-05-10
H02662,Villa Rosa Negombo,Negombo,4.05,4.54,4.83,4.36,11,10,2024-01-31
H02663,The Kandy House Matara,Matara,1.77,0.97,1.34,1.96,15,0,2024-08-18
H02664,Amangalla Kandy,Kandy,3.22,3.57,2.74,2.91,2,1,2024-03-31
H02665,98 Acres Resort Kalutara,Kalutara,2.66,2.11,2.32,1.68,3,7,2024-12-26
H02666,The Kandy House Colombo,Colombo,2.15,2.5,2.13,2.58,6,9,2024-02-22
H02667,98 Acres Resort Negombo,Negombo,2.47,2.5,2.46,1.63,1,3,2024-01-10
H02668,98 Acres Resort Anuradhapura,Anuradhapura,2.13,2.6,1.74,2.11,5,0,2024-06-20
H02669,Jetwing Blue Anuradhapura,Anuradhapura,1.57,2.26,1.75,1.12,1,5,2024-08-24
H02670,Kings Pavilion Galle,Galle,3.03,3.87,3.47,2.55,0,3,2024-05-13
H02671,Jetwing Blue Sigiriya,Sigiriya,2.52,1.89,2.22,2.66,7,6,2024-01-21
H02672,Tintagel Colombo Colombo,Colombo,2.52,3.3,2.79,2.29,5,2,2024-08-18
H02673,Cinnamon Grand Ratnapura,Ratnapura,3.65,3.31,3.7,3.72,14,7,2024-04-01
H02674,98 Acres Resort Jaffna,Jaffna,3.07,2.47,2.29,3.49,5,4,2024-08-24
H02675,Araliya Beach Kandy,Kandy,3.77,4.24,3.9,2.61,5,1,2024-05-12
H02676,Cinnamon Grand Kurunegala,Kurunegala,1.6,1.29,1.96,0.61,6,5,2024-04-24
H02677,Amangalla Kurunegala,Kurunegala,2.53,3.51,3.08,2.41,1,0,2024-09-05
H02678,Cinnamon Grand Hambantota,Hambantota,3.4,4.1,3.9,2.61,9,0,2024-05-03
H02679,The Kandy House Mannar,Mannar,2.1,1.79,1.42,1.12,15,2,2024-11-29
H02680,Cinnamon Grand Jaffna,Jaffna,3.22,3.61,3.1,2.56,6,10,2024-11-09
H02681,Villa Rosa Kalutara,Kalutara,4.88,4.54,4.74,3.81,13,8,2024-03-15
H02682,Tintagel Colombo Matara,Matara,4.24,3.47,3.5,3.81,11,2,2024-09-18
H02683,The Kandy House Sigiriya,Sigiriya,3.82,3.95,4.16,2.75,13,3,2024-01-05
H02684,Cinnamon Grand Kandy,Kandy,4.18,4.17,4.28,4.07,9,2,2024-10-20
H02685,The Kandy House Ella,Ella,4.45,5.02,4.29,3.77,2,9,2024-10-12
H02686,98 Acres Resort Puttalam,Puttalam,1.52,1.75,1.03,1.5,10,2,2024-06-13
H02687,Cinnamon Grand Sigiriya,Sigiriya,4.17,4.74,3.58,3.02,0,7,2024-10-10
H02688,Kings Pavilion Badulla,Badulla,4.35,5.18,4.03,4.03,6,8,2024-02-25
H02689,Lighthouse Hotel Ella,Ella,4.75,5.6,5.01,4.89,2,1,2024-09-03
H02690,Tintagel Colombo Kandy,Kandy,2.86,3.15,3.26,2.87,10,3,2024-11-22
H02691,The Kandy House Kegalle,Kegalle,4.26,4.75,4.97,3.85,11,5,2024-10-24
H02692,Cinnamon Grand Batticaloa,Batticaloa,2.63,3.25,2.05,1.98,14,1,2024-11-16
H02693,Lighthouse Hotel Kilinochchi,Kilinochchi,2.16,1.85,2.81,1.41,11,2,2024-11-14
H02694,Lighthouse Hotel Matara,Matara,4.89,5.31,4.45,4.59,15,2,2024-03-27
H02695,Tintagel Colombo Kurunegala,Kurunegala,4.25,3.44,3.83,4.41,8,0,2024-05-07
H02696,Araliya Beach Kilinochchi,Kilinochchi,2.22,1.52,2.88,1.5,10,3,2024-12-04
H02697,Kings Pavilion Ratnapura,Ratnapura,4.98,4.75,4.38,5.33,14,5,2024-09-27
H02698,Villa Rosa Vavuniya,Vavuniya,3.02,2.09,2.28,2.12,11,8,2024-08-05
H02699,Jetwing Blue Monaragala,Monaragala,3.06,3.76,2.87,2.18,8,8,2024-10-01
H02700,Villa Rosa Kilinochchi,Kilinochchi,1.86,1.76,2.11,2.1,0,8,2024-11-12
H02701,Tintagel Colombo Kurunegala,Kurunegala,1.79,0.88,1.73,1.75,6,10,2024-11-16
H02702,98 Acres Resort Kilinochchi,Kilinochchi,3.57,4.41,3.43,2.77,5,1,2024-07-15
H02703,Jetwing Blue Badulla,Badulla,4.63,3.71,4.05,4.19,15,3,2024-05-03
H02704,Araliya Beach Matara,Matara,4.01,3.28,4.25,4.04,13,10,2024-01-20
H02705,Jetwing Blue Kandy,Kandy,4.07,4.12,3.35,3.61,12,6,2024-10-13
H02706,Kings Pavilion Negombo,Negombo,3.9,4.62,3.47,4.25,12,9,2024-10-28
H02707,Lighthouse Hotel Monaragala,Monaragala,4.59,3.67,5.24,4.19,2,10,2024-10-10
H02708,Jetwing Blue Kegalle,Kegalle,3.91,4.6,3.23,4.39,11,3,2024-08-05
H02709,Lighthouse Hotel Ella,Ella,4.78,5.12,4.47,4.21,7,3,2024-09-02
H02710,The Kandy House Mannar,Mannar,2.79,2.92,2.56,2.76,2,1,2024-12-21
H02711,Tintagel Colombo Matale,Matale,3.39,3.12,2.71,3.05,7,7,2024-05-25
H02712,Jetwing Blue Ratnapura,Ratnapura,4.99,5.8,5.34,4.87,12,8,2024-06-08
H02713,Amangalla Anuradhapura,Anuradhapura,3.88,3.35,3.88,3.47,15,6,2024-07-18
H02714,Villa Rosa Badulla,Badulla,3.88,4.77,3.45,4.18,6,0,2024-12-09
H02715,98 Acres Resort Mannar,Mannar,2.82,2.44,2.34,2.94,2,0,2024-12-28
H02716,Kings Pavilion Anuradhapura,Anuradhapura,4.18,5.1,4.74,4.44,9,1,2024-06-10
H02717,Amangalla Kegalle,Kegalle,4.99,4.85,5.32,3.84,12,0,2024-05-13
H02718,Lighthouse Hotel Matara,Matara,1.98,1.51,2.37,1.9,12,8,2024-09-04
H02719,Araliya Beach Matale,Matale,3.37,3.22,2.71,3.59,1,7,2024-09-04
H02720,Jetwing Blue Monaragala,Monaragala,2.55,2.36,2.35,2.07,1,9,2024-07-16
H02721,Araliya Beach Ella,Ella,3.45,2.91,3.73,2.93,9,10,2024-02-21
H02722,Jetwing Blue Galle,Galle,2.53,1.9,2.77,2.36,0,1,2024-06-02
H02723,Tintagel Colombo Kurunegala,Kurunegala,4.71,5.4,5.19,3.84,14,6,2024-01-17
H02724,Cinnamon Grand Badulla,Badulla,2.52,2.05,2.1,3.01,8,1,2024-06-19
H02725,Villa Rosa Ella,Ella,2.17,2.48,2.01,2.57,6,1,2024-05-06
H02726,Araliya Beach Monaragala,Monaragala,3.42,3.51,4.1,3.16,8,4,2024-02-04
H02727,Tintagel Colombo Hambantota,Hambantota,3.0,2.19,3.39,3.32,3,8,2024-09-07
H02728,98 Acres Resort Sigiriya,Sigiriya,3.88,4.3,4.31,2.95,7,1,2024-10-15
H02729,Cinnamon Grand Puttalam,Puttalam,4.84,4.69,5.47,4.52,3,2,2024-05-10
H02730,Tintagel Colombo Batticaloa,Batticaloa,4.9,5.61,5.3,4.26,7,4,2024-10-28
H02731,Tintagel Colombo Trincomalee,Trincomalee,2.22,2.89,1.96,1.43,7,7,2024-08-08
H02732,Amangalla Mannar,Mannar,3.99,3.98,3.83,2.84,6,5,2024-02-11
H02733,Araliya Beach Negombo,Negombo,3.1,3.09,3.8,2.47,15,10,2024-09-28
H02734,98 Acres Resort Sigiriya,Sigiriya,1.76,1.0,1.34,0.67,6,1,2024-02-22
H02735,Lighthouse Hotel Galle,Galle,4.07,3.68,4.17,4.2,1,0,2024-09-24
H02736,Kings Pavilion Trincomalee,Trincomalee,2.85,1.93,3.11,3.35,10,1,2024-07-15
H02737,Lighthouse Hotel Kegalle,Kegalle,2.28,1.52,1.94,2.58,9,8,2024-01-14
H02738,The Kandy House Vavuniya,Vavuniya,4.97,5.92,5.57,4.5,10,9,2024-04-15
H02739,Jetwing Blue Ella,Ella,3.47,4.29,3.06,3.9,4,1,2024-12-27
H02740,Araliya Beach Batticaloa,Batticaloa,4.09,3.41,3.74,3.2,8,8,2024-08-02
H02741,The Kandy House Monaragala,Monaragala,4.81,4.4,4.52,4.78,3,3,2024-09-20
H02742,Cinnamon Grand Matale,Matale,1.89,1.92,1.32,2.14,13,6,2024-01-23
H02743,Tintagel Colombo Kandy,Kandy,2.02,1.16,1.5,2.19,7,7,2024-07-10
H02744,Araliya Beach Polonnaruwa,Polonnaruwa,1.84,1.28,1.2,2.24,3,9,2024-03-12
H02745,Tintagel Colombo Polonnaruwa,Polonnaruwa,2.51,1.63,2.08,2.86,7,6,2024-11-09
H02746,Lighthouse Hotel Monaragala,Monaragala,3.73,4.51,3.84,3.33,14,0,2024-02-16
H02747,Kings Pavilion Ratnapura,Ratnapura,4.86,5.47,5.2,4.92,9,7,2024-09-05
H02748,Amangalla Nuwara_Eliya,Nuwara_Eliya,3.55,4.23,3.13,2.43,14,5,2024-10-05
H02749,Villa Rosa Batticaloa,Batticaloa,2.72,2.5,2.28,2.06,3,8,2024-03-14
H02750,Cinnamon Grand Jaffna,Jaffna,4.52,5.45,3.8,4.86,11,2,2024-07-14
H02751,Amangalla Puttalam,Puttalam,4.9,5.1,5.49,4.13,3,1,2024-01-13
H02752,Villa Rosa Negombo,Negombo,3.67,3.03,3.78,3.58,11,8,2024-01-02
H02753,Lighthouse Hotel Trincomalee,Trincomalee,3.15,2.27,3.74,3.58,11,9,2024-11-07
H02754,Villa Rosa Matale,Matale,2.99,3.61,3.64,2.42,5,1,2024-05-11
H02755,98 Acres Resort Jaffna,Jaffna,4.82,4.77,4.15,4.43,2,7,2024-12-01
H02756,Amangalla Mirissa,Mirissa,4.75,5.71,4.55,4.87,3,8,2024-02-11
H02757,Jetwing Blue Trincomalee,Trincomalee,3.36,2.71,3.9,3.58,1,1,2024-05-12
H02758,Villa Rosa Kurunegala,Kurunegala,3.23,2.5,2.8,2.86,1,10,2024-06-15
H02759,Lighthouse Hotel Kegalle,Kegalle,4.21,5.01,4.21,3.63,1,4,2024-08-22
H02760,Cinnamon Grand Polonnaruwa,Polonnaruwa,3.22,3.79,3.6,3.08,6,10,2024-09-09
H02761,Villa Rosa Gampaha,Gampaha,2.54,2.22,2.86,1.81,7,0,2024-11-10
H02762,Villa Rosa Jaffna,Jaffna,3.31,3.38,2.79,2.9,6,4,2024-08-05
H02763,Amangalla Kilinochchi,Kilinochchi,4.36,3.59,4.18,3.31,11,10,2024-11-24
H02764,The Kandy House Matara,Matara,1.59,2.58,2.17,1.38,14,0,2024-02-16
H02765,Araliya Beach Monaragala,Monaragala,2.55,2.14,2.51,2.69,10,7,2024-06-24
H02766,Tintagel Colombo Sigiriya,Sigiriya,3.45,3.64,3.09,2.99,14,10,2024-04-23
H02767,Amangalla Sigiriya,Sigiriya,3.0,2.21,2.7,2.71,2,1,2024-07-22
H02768,The Kandy House Colombo,Colombo,4.05,3.65,4.67,4.23,4,10,2024-08-20
H02769,Araliya Beach Galle,Galle,3.27,2.64,3.27,2.49,12,2,2024-10-13
H02770,The Kandy House Colombo,Colombo,2.64,2.46,3.13,1.84,14,5,2024-11-26
H02771,Kings Pavilion Trincomalee,Trincomalee,4.84,5.79,5.21,4.02,3,4,2024-01-13
H02772,Araliya Beach Badulla,Badulla,2.97,3.85,2.75,2.74,6,7,2024-09-30
H02773,Amangalla Ampara,Ampara,3.74,2.89,3.86,3.2,12,8,2024-07-19
H02774,Araliya Beach Gampaha,Gampaha,1.67,1.66,2.41,1.52,12,0,2024-11-25
H02775,Jetwing Blue Matara,Matara,2.54,2.11,2.9,2.79,5,3,2024-10-27
H02776,Tintagel Colombo Colombo,Colombo,3.89,4.49,3.54,4.17,8,7,2024-08-04
H02777,Tintagel Colombo Mirissa,Mirissa,1.65,1.29,1.87,0.57,8,4,2024-03-09
H02778,Cinnamon Grand Trincomalee,Trincomalee,2.26,3.17,2.88,2.13,13,1,2024-06-22
H02779,Villa Rosa Kalutara,Kalutara,3.24,2.35,3.78,2.05,13,0,2024-12-07
H02780,Lighthouse Hotel Kurunegala,Kurunegala,3.94,3.93,3.61,3.38,13,9,2024-08-27
H02781,The Kandy House Ampara,Ampara,2.68,2.03,2.39,2.3,12,2,2024-08-07
H02782,The Kandy House Jaffna,Jaffna,2.2,2.68,2.62,2.14,3,10,2024-04-23
H02783,Kings Pavilion Trincomalee,Trincomalee,2.11,2.86,1.94,1.99,12,2,2024-07-12
H02784,Amangalla Negombo,Negombo,1.63,1.68,2.22,1.96,2,5,2024-04-11
H02785,The Kandy House Sigiriya,Sigiriya,4.4,3.92,3.87,3.45,10,2,2024-11-01
H02786,98 Acres Resort Matale,Matale,3.06,2.88,2.92,3.18,3,8,2024-12-15
H02787,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,4.47,5.3,4.52,3.4,12,6,2024-09-29
H02788,Villa Rosa Monaragala,Monaragala,3.8,3.89,4.59,3.9,7,2,2024-11-01
H02789,The Kandy House Galle,Galle,4.35,4.11,3.57,3.48,14,1,2024-06-09
H02790,Jetwing Blue Kilinochchi,Kilinochchi,4.17,4.35,4.51,3.02,12,10,2024-06-23
H02791,Cinnamon Grand Kurunegala,Kurunegala,3.15,3.43,2.75,2.76,3,10,2024-08-30
H02792,Araliya Beach Matara,Matara,2.83,2.39,2.38,2.31,2,6,2024-03-25
H02793,Amangalla Trincomalee,Trincomalee,4.99,4.32,5.75,4.37,4,10,2024-01-21
H02794,Lighthouse Hotel Puttalam,Puttalam,4.44,4.93,4.88,3.72,9,7,2024-09-20
H02795,Kings Pavilion Gampaha,Gampaha,3.24,2.57,2.73,2.31,15,8,2024-11-28
H02796,Kings Pavilion Sigiriya,Sigiriya,4.47,5.06,3.85,3.89,9,9,2024-12-12
H02797,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,4.19,4.91,3.98,3.25,7,8,2024-06-06
H02798,Villa Rosa Badulla,Badulla,3.54,3.66,4.16,2.44,5,2,2024-12-24
H02799,Lighthouse Hotel Polonnaruwa,Polonnaruwa,3.37,2.87,3.21,3.11,4,10,2024-05-26
H02800,Jetwing Blue Matara,Matara,2.78,2.76,3.06,1.84,15,0,2024-07-14
H02801,98 Acres Resort Colombo,Colombo,3.18,2.85,2.65,3.23,9,8,2024-11-08
H02802,Tintagel Colombo Kegalle,Kegalle,3.22,3.48,3.72,3.69,3,5,2024-09-04
H02803,Tintagel Colombo Colombo,Colombo,1.91,2.63,1.69,1.35,15,8,2024-01-02
H02804,Kings Pavilion Polonnaruwa,Polonnaruwa,1.62,1.31,1.29,1.85,13,0,2024-03-22
H02805,The Kandy House Ella,Ella,3.94,4.2,4.63,3.56,9,6,2024-05-20
H02806,Lighthouse Hotel Anuradhapura,Anuradhapura,4.07,3.88,4.76,4.45,8,9,2024-07-25
H02807,Araliya Beach Polonnaruwa,Polonnaruwa,4.03,4.65,3.77,3.64,5,8,2024-03-15
H02808,The Kandy House Kegalle,Kegalle,4.29,4.56,4.79,3.81,14,8,2024-11-30
H02809,Tintagel Colombo Ella,Ella,3.04,2.88,3.6,1.88,5,6,2024-03-01
H02810,Kings Pavilion Galle,Galle,3.69,4.39,2.99,2.74,5,6,2024-01-18
H02811,Lighthouse Hotel Kurunegala,Kurunegala,3.25,2.35,3.39,3.52,14,1,2024-02-09
H02812,98 Acres Resort Gampaha,Gampaha,2.52,1.67,2.82,1.9,8,4,2024-01-22
H02813,The Kandy House Monaragala,Monaragala,2.85,3.65,2.35,3.26,7,7,2024-06-22
H02814,The Kandy House Sigiriya,Sigiriya,4.8,4.33,4.67,3.69,3,2,2024-09-15
H02815,Araliya Beach Mirissa,Mirissa,4.18,4.96,4.58,3.84,10,9,2024-01-14
H02816,Jetwing Blue Ampara,Ampara,4.69,5.34,5.15,4.1,13,4,2024-06-13
H02817,Villa Rosa Puttalam,Puttalam,3.23,3.85,2.88,3.12,11,9,2024-02-15
H02818,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,2.1,1.87,2.13,1.28,10,2,2024-12-31
H02819,Araliya Beach Colombo,Colombo,1.6,1.96,2.32,1.81,15,1,2024-05-31
H02820,Cinnamon Grand Ella,Ella,2.53,2.17,1.89,2.05,11,7,2024-02-03
H02821,Jetwing Blue Puttalam,Puttalam,4.16,3.85,3.77,3.53,4,8,2024-07-19
H02822,Jetwing Blue Puttalam,Puttalam,1.91,1.22,1.33,0.9,5,2,2024-11-08
H02823,Araliya Beach Badulla,Badulla,3.14,2.93,3.69,2.97,13,0,2024-11-05
H02824,98 Acres Resort Jaffna,Jaffna,1.88,1.89,2.25,1.73,4,10,2024-01-26
H02825,Tintagel Colombo Kandy,Kandy,1.79,2.56,1.54,2.15,2,5,2024-02-02
H02826,Villa Rosa Ampara,Ampara,4.04,3.61,4.41,4.26,10,10,2024-01-16
H02827,98 Acres Resort Puttalam,Puttalam,2.68,2.94,3.23,2.8,8,9,2024-08-24
H02828,Tintagel Colombo Kegalle,Kegalle,3.35,3.56,3.22,2.16,0,3,2024-08-14
H02829,Kings Pavilion Kandy,Kandy,5.0,4.41,5.54,4.43,9,5,2024-01-01
H02830,Cinnamon Grand Kurunegala,Kurunegala,4.87,5.17,4.63,4.05,7,7,2024-09-19
H02831,Kings Pavilion Puttalam,Puttalam,1.96,1.69,1.53,2.41,10,3,2024-01-04
H02832,Araliya Beach Galle,Galle,4.71,3.86,4.42,4.45,7,0,2024-11-11
H02833,Tintagel Colombo Gampaha,Gampaha,4.97,4.97,4.42,4.67,2,3,2024-10-14
H02834,Villa Rosa Mannar,Mannar,2.16,1.46,2.64,1.01,10,8,2024-09-13
H02835,Jetwing Blue Negombo,Negombo,1.7,0.89,1.81,0.97,7,3,2024-06-20
H02836,Tintagel Colombo Ampara,Ampara,4.83,5.68,5.02,4.96,15,2,2024-02-17
H02837,Cinnamon Grand Mirissa,Mirissa,3.29,4.21,3.29,3.51,13,10,2024-08-15
H02838,The Kandy House Trincomalee,Trincomalee,3.41,3.06,4.12,3.43,11,6,2024-12-30
H02839,Lighthouse Hotel Ratnapura,Ratnapura,3.0,3.61,3.24,1.94,2,9,2024-01-13
H02840,Lighthouse Hotel Nuwara_Eliya,Nuwara_Eliya,4.49,4.22,4.73,4.58,3,9,2024-09-24
H02841,Jetwing Blue Galle,Galle,1.93,1.6,2.15,1.67,8,3,2024-12-31
H02842,Jetwing Blue Monaragala,Monaragala,3.59,2.76,3.1,2.65,6,3,2024-09-04
H02843,Jetwing Blue Hambantota,Hambantota,1.79,2.29,1.07,1.51,4,3,2024-11-13
H02844,Araliya Beach Sigiriya,Sigiriya,3.36,4.26,3.59,2.21,0,8,2024-05-04
H02845,Villa Rosa Vavuniya,Vavuniya,4.76,5.66,4.83,4.57,4,1,2024-11-06
H02846,Villa Rosa Mirissa,Mirissa,3.47,3.66,2.75,3.76,1,9,2024-02-21
H02847,Tintagel Colombo Galle,Galle,1.66,1.96,1.32,1.76,2,6,2024-08-01
H02848,Lighthouse Hotel Colombo,Colombo,4.91,5.11,4.85,4.99,4,10,2024-04-11
H02849,Jetwing Blue Batticaloa,Batticaloa,4.72,4.88,4.27,3.91,2,10,2024-03-07
H02850,Villa Rosa Jaffna,Jaffna,2.37,3.02,1.8,1.18,11,1,2024-10-04
H02851,Araliya Beach Ella,Ella,4.61,4.94,4.76,4.06,14,9,2024-11-30
H02852,Araliya Beach Kegalle,Kegalle,4.03,4.3,3.91,4.24,11,5,2024-12-28
